entry_time,exit_time,side,entry,exit,lots,pnl,reason
2020-11-26,2020-11-27,-1,104.3940015258789,104.0250015258789,0.3,71.69999999999996,tp
2020-12-03,2020-12-04,1,104.46400018310547,104.30800018310546,0.3,-33.300000000001184,stop
2020-12-04,2020-12-10,-1,103.816998046875,104.37024577618223,0.08,-30.06654556305229,stop
2020-12-10,2020-12-11,1,104.27800317382813,104.12200317382812,0.3,-33.300000000001184,stop
2020-12-11,2020-12-14,-1,104.17599920654297,103.80699920654297,0.3,71.69999999999996,tp
2020-12-29,2020-12-30,1,103.69500299072266,103.53900299072265,0.3,-33.300000000001184,stop
2020-12-30,2020-12-31,-1,103.55299810791016,103.18399810791016,0.3,71.69999999999996,tp
2021-01-08,2021-01-21,1,103.79600091552734,103.54900030517578,0.09,-15.45003662109378,ma_exit
2021-01-21,2021-01-22,-1,103.54900030517578,103.70500030517579,0.3,-33.300000000001184,stop
2021-01-25,2021-01-26,1,103.7830004272461,103.62700042724609,0.3,-33.300000000001184,stop
2021-01-27,2021-01-28,-1,103.59699682617187,103.75299682617188,0.3,-33.300000000001184,stop
2021-01-28,2021-02-04,1,104.14899774169922,105.34962039475214,0.09,71.40735918317506,tp
2021-02-10,2021-02-11,-1,104.56899694824219,104.7249969482422,0.3,-33.300000000001184,stop
2021-02-11,2021-02-12,1,104.62099786376953,104.98999786376953,0.3,71.69999999999996,tp
2021-02-23,2021-02-24,-1,104.97800115966797,105.25730073147068,0.16,-30.911954325622407,stop
2021-02-24,2021-02-25,1,105.28899713134766,105.65799713134766,0.3,71.69999999999996,tp
2021-04-09,2021-04-19,-1,109.32400183105469,108.1219346338908,0.09,71.49403182983309,tp
2021-04-28,2021-04-29,1,108.756,108.6,0.31,-34.410000000001226,stop
2021-04-29,2021-04-30,-1,108.49899725341797,108.6657818702863,0.28,-33.09312848208769,stop
2021-04-30,2021-05-07,1,108.90999932861328,108.57173512410746,0.13,-30.22623105717099,stop
2021-05-10,2021-05-11,-1,108.5659985961914,108.772150282783,0.22,-31.775580700100782,stop
2021-05-11,2021-05-12,1,108.85000177001953,108.69400177001953,0.3,-33.300000000001184,stop
2021-05-12,2021-05-13,-1,108.70899633789062,108.86499633789063,0.29,-32.19000000000114,stop
2021-05-13,2021-05-18,1,109.67000146484375,108.86400146484375,0.05,-27.216666666666587,stop
2021-05-19,2021-05-20,-1,108.86199621582031,109.06559092734861,0.22,-31.400557690816832,stop
2021-05-20,2021-05-21,1,109.27900262451172,109.03856861029291,0.18,-30.112081706256742,stop
2021-05-21,2021-05-26,-1,108.85400061035156,109.1129947517296,0.17,-30.54266935617781,stop
2021-05-27,2021-05-28,1,109.17599816894531,109.54499816894531,0.28,66.91999999999997,tp
2021-06-08,2021-06-09,-1,109.26800207519531,109.45509603461724,0.24,-31.615033507508706,stop
2021-06-09,2021-06-11,1,109.47500177001953,109.31900177001953,0.28,-31.08000000000111,stop
2021-06-11,2021-06-14,-1,109.40299658203125,109.55899658203126,0.28,-31.08000000000111,stop
2021-06-14,2021-06-17,1,109.71499963378906,110.33768034689767,0.17,69.38048081897554,tp
2021-07-07,2021-07-08,-1,110.59599737548828,110.19527243653003,0.26,67.63898941942972,tp
2021-07-26,2021-07-27,1,110.54999871826172,110.18973456177814,0.12,-29.661132518686454,stop
2021-07-28,2021-08-06,-1,109.79999975585937,110.23941000276376,0.1,-29.99401646029248,stop
2021-08-09,2021-08-16,1,110.26500268554688,109.72248136806736,0.08,-29.494470265573963,stop
2021-08-16,2021-08-19,-1,109.6180005493164,110.01003104076304,0.11,-29.51890270608641,stop
2021-08-26,2021-08-30,1,109.98199792480469,109.80753763501717,0.25,-30.82671496458638,stop
2021-09-06,2021-09-07,-1,109.75799993896484,109.92514397793065,0.26,-30.791633420738954,stop
2021-09-08,2021-09-09,1,110.3019976196289,109.85631140636096,0.09,-27.371172796076852,stop
2021-09-10,2021-09-13,-1,109.77499822998047,109.96407377765871,0.22,-29.271080326142318,stop
2021-09-14,2021-09-15,1,110.00000329589844,109.84400329589843,0.27,-29.97000000000107,stop
2021-09-15,2021-09-17,-1,109.71300177001953,109.97441941829533,0.16,-29.004549149418192,stop
2021-09-20,2021-09-21,1,109.97700067138672,109.82100067138671,0.27,-29.97000000000107,stop
2021-09-21,2021-09-23,-1,109.43099645996094,109.90474186722396,0.08,-25.82642172069463,stop
2021-09-23,2021-09-24,1,109.8279985961914,110.1969985961914,0.26,62.139999999999965,tp
2021-10-29,2021-11-01,-1,113.60999731445312,113.76599731445313,0.27,-29.97000000000107,stop
2021-11-01,2021-11-02,1,114.24200006103516,113.65459298928,0.07,-27.902330015240423,stop
2021-11-05,2021-11-08,-1,113.83099798583984,113.46199798583984,0.26,62.139999999999965,tp
2021-11-11,2021-11-12,1,113.91099877929688,114.27999877929688,0.27,64.52999999999996,tp
2021-11-29,2021-12-15,-1,113.71300177001953,113.74899621582031,0.05,-1.549814860026057,ma_exit
2021-12-15,2021-12-16,1,113.74899621582031,113.5929962158203,0.27,-29.97000000000107,stop
2021-12-17,2021-12-21,-1,113.65700201416016,113.81300201416016,0.27,-29.97000000000107,stop
2021-12-21,2021-12-22,1,113.66800256347656,114.03700256347656,0.27,64.52999999999996,tp
2022-01-13,2022-01-27,-1,114.66900305175781,115.23623497077975,0.07,-26.960822887690327,stop
2022-01-27,2022-01-28,1,114.72700067138672,115.19568850040847,0.21,64.1462960630445,tp
2022-02-03,2022-02-04,-1,114.37600378417969,114.65142856319807,0.15,-28.592477901837974,stop
2022-02-04,2022-02-10,1,114.96300073242188,115.92042494115788,0.1,63.128280582400045,tp
2022-02-18,2022-02-24,-1,114.85999731445312,115.31014954573727,0.09,-27.63913387704901,stop
2022-02-25,2022-02-28,1,115.57699914550781,115.16544868796872,0.1,-28.13669716927286,stop
2022-03-01,2022-03-02,-1,115.0720029296875,115.27734328631777,0.21,-30.217649928238274,stop
2022-03-03,2022-03-04,1,115.52499719238281,115.19113101840989,0.12,-27.549293917833747,stop
2022-03-07,2022-03-08,-1,114.94399694824219,115.27974641348438,0.12,-27.69995721937502,stop
2022-03-08,2022-03-09,1,115.37900109863281,115.7770605674182,0.25,64.59324479756515,tp
2022-05-13,2022-05-16,-1,128.58199743652344,129.38799743652345,0.05,-27.21666666666706,stop
2022-06-01,2022-06-03,1,128.74199243164063,130.32701745473355,0.06,62.981000923717,tp
2022-07-04,2022-07-05,-1,135.03699926757812,135.23456208400975,0.22,-30.51587974330539,stop
2022-07-05,2022-07-06,1,135.84599633789063,135.22933011205103,0.06,-25.086649033583782,stop
2022-07-22,2022-07-25,-1,137.09200720214844,136.72300720214844,0.27,64.52999999999996,tp
2022-08-10,2022-08-11,1,135.19299645996094,134.9797074169869,0.2,-29.838539063203434,stop
2022-08-11,2022-08-12,-1,132.8240018310547,133.6300018310547,0.05,-27.21666666666706,stop
2022-08-17,2022-08-18,1,134.28299279785156,134.9890258806237,0.14,64.91642105873281,tp
2022-09-23,2022-09-26,-1,142.27399877929687,142.80102643300506,0.08,-28.668141531103384,stop
2022-09-26,2022-10-05,1,143.51700158691406,143.78100256347656,0.05,8.45003255208332,ma_exit
2022-10-05,2022-10-06,-1,143.78100256347656,143.9456941533869,0.26,-30.366542251126923,stop
2022-10-06,2022-10-10,1,144.45500512695313,145.79559026947683,0.07,62.07063998443969,tp
2022-10-27,2022-10-28,-1,146.12800268554687,146.9340026855469,0.05,-27.21666666666706,stop
2022-10-31,2022-11-01,1,147.81799645996094,147.58168495604943,0.18,-29.617380469381043,stop
2022-11-03,2022-11-04,-1,147.88599829101562,148.04199829101563,0.27,-29.97000000000107,stop
2022-11-04,2022-11-07,1,148.39900537109375,147.93010511651636,0.08,-25.568013577460892,stop
2022-11-07,2022-11-10,-1,146.83500341796875,144.84100341796875,0.05,66.11666666666667,tp
2022-12-16,2022-12-19,1,137.75700708007813,136.9510070800781,0.05,-27.21666666666706,stop
